Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
raw image.png,53,4555,85.943,1.265,255,45.921,0.509,0.759,15.059,204.736,294.170,110.462,10.012
