Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
raw 1.jpg,23,4519,196.478,11.411,255,61.595,0.538,0.766,21.411,109.826,119.522,77.861,13.277
